business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
cEM7A5vWUeQhdK7UqOEcuA,Sweet Frog,7500-7610 Hwy 51,Charlotte,NC,28226,35.0878099,-80.8467939,4.0,8,0,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'no'""}","Ice Cream & Frozen Yogurt, Food, Desserts, Do-It-Yourself Food",
kbH3h7ZHK-8FYgJQmxojhg,The Rosarium,"2104 Highway W, Unit 21&22",Concord,ON,L4K 2S9,43.802448,-79.493481,4.0,5,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True'}","Wedding Planning, Flowers & Gifts, Venues & Event Spaces, Florists, Shopping, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0', 'Sunday': '10:0-15:0'}"
yrj0LDjxc3z_t3EOvpQrJg,DJ's Wine & Coffee House,145 Cross Center Rd,Denver,NC,28037,35.4445863,-80.9967741,4.0,12,0,"{'CoatCheck': 'False', 'Smoking': ""u'outdoor'"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'quiet'"", 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'True', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True'}","Food, Coffee & Tea, Wine Bars, Nightlife, Bars","{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-19:0'}"
zSFutuGG7NcL60-N9g-EUw,St. Joseph's Hospital and Medical Center,350 W Thomas Rd,Phoenix,AZ,85013,33.4820174157,-112.0791734831,3.0,154,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Health & Medical, Urgent Care, Hospitals, Medical Centers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
8ZRoI8xX4TxW_0Eu1fX2ww,Palmer St,412 W Palmer St,Charlotte,NC,28203,35.2223759,-80.8565674,4.5,33,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'HappyHour': 'False', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WiFi': ""'free'"", 'GoodForDancing': 'False', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Arts & Entertainment, Venues & Event Spaces, Bars, Nightlife, Arcades, Event Planning & Services","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-2:0', 'Saturday': '16:0-2:0'}"
mT7hDyw9A5BgVFOIV4_ghw,Gelato 64,3757 S Gilbert Rd,Gilbert,AZ,85233,33.2467159519,-111.8425379321,4.5,15,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'""}","Ice Cream & Frozen Yogurt, Restaurants, Desserts, Food",
jgrqJ4IbXxjC5EZyMprIFQ,"Ismail Firhaad, MD","2470 E Flamingo Rd, Ste C",Las Vegas,NV,89121,36.1151019,-115.1172575,2.0,3,1,{'ByAppointmentOnly': 'True'},"Internal Medicine, Doctors, Health & Medical",
e-F4OrM3O-5gIM_LvhT7Sg,Dairy Queen,2595 S Maryland Pkwy,Las Vegas,NV,89109,36.1426643677,-115.137812386,2.5,26,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Food, Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Desserts",
WcHTXumqKMt0WdF-9RWljw,Artificial Grass Liquidators,3686 S Highland Dr,Las Vegas,NV,89103,36.1228789,-115.184617,4.5,50,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Gardeners, Artificial Turf, Landscaping, Home Services","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '8:30-17:0'}"
hoSCYdo-c6aNMyDSYVbu9g,Gourmet Asian Fusion,4050 Saint-Denis Rue,Montréal,QC,H2W 2M5,45.5210395487,-73.5767768762,3.5,5,0,{'OutdoorSeating': 'False'},"French, Asian Fusion, Restaurants",
9m7WRxqOSac10k0h7UueRw,Nail Art,1547 Steeles Avenue E,Toronto,ON,L3T,43.8059558,-79.3839834,3.0,8,1,{'RestaurantsPriceRange2': '2'},"Nail Salons, Beauty & Spas","{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}"
TrMd5SI5ntaTtgswBbpjgQ,Robert Half Technology,"201 S College, Ste 2200",Charlotte,NC,28244,35.225047,-80.84266,1.0,5,1,,"Employment Agencies, Professional Services",
9blnLZ5uAylDHc49YWaiEQ,Da Barbershop,9014 W Thomas Rd,Phoenix,AZ,85037,33.4806655,-112.2532239,2.5,6,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Beauty & Spas, Barbers",
EuDc7B73FoxwfexUl0Je9A,CCRepairz,"871 Coronado Center Dr, Ste 200",Henderson,NV,89052,36.0006429177,-115.1109434116,4.5,101,1,"{'BusinessAcceptsBitcoin': 'True', 'BusinessAcceptsCreditCards': 'True'}","Local Services, Data Recovery, Electronics Repair, Mobile Phone Repair, IT Services & Computer Repair","{'Monday': '0:0-0:0', 'Tuesday': '10:30-17:30', 'Wednesday': '10:30-17:30', 'Thursday': '10:30-17:30', 'Friday': '10:30-17:30', 'Saturday': '11:0-16:0'}"
RZyWQxmY_WUsjBKK90WNwg,Church's Chicken,13554 W Van Buren St,Goodyear,AZ,85395,33.4502494,-112.3514261,1.5,16,1,"{'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'NoiseLevel': ""'average'"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': 'None', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Fast Food, Chicken Shop, Restaurants, Chicken Wings, Breakfast & Brunch","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
Al_UuLwLZBxxBmZcsHOtYA,Choles Floral,1135 Regent St,Madison,WI,53715,43.067464,-89.405314,2.0,15,1,"{'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'""}","Flowers & Gifts, Florists, Floral Designers, Shopping, Event Planning & Services","{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-19:0', 'Saturday': '7:30-14:0'}"
WAhvc0W8VpZbFAsCO-6Ijw,La Confiserie Candylabs,2305 Rue Guy,Montréal,QC,H3H 2L9,45.4964469034,-73.5810149677,4.5,13,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Desserts, Food, Food Stands, Candy Stores, Specialty Food, Restaurants","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-18:0'}"
yIFDNdtHtggwz15aBhB_Jg,Greg's Comics,"2722 S Alma School Rd, Ste 8",Mesa,AZ,85210,33.365634,-111.860031,4.0,34,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Books, Mags, Music & Video, Shopping, Comic Books, Toy Stores","{'Monday': '10:30-18:30', 'Tuesday': '10:30-18:30', 'Wednesday': '10:0-20:0', 'Thursday': '10:30-18:30', 'Friday': '10:30-18:30', 'Saturday': '10:30-18:30', 'Sunday': '11:0-18:0'}"
acRce6Ej4BccaLza2ZZ1fw,Cleveland Brew Bus,14510 Rainbow Ave,Cleveland,OH,44111,41.4831826909,-81.7076642567,4.5,16,1,"{'WheelchairAccessible': 'False', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'BikeParking': 'True'}","Historical Tours, Wine Tours, Tours, Bus Tours, Hotels & Travel, Beer Tours, Breweries, Food","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '17:0-23:30', 'Saturday': '11:0-23:30', 'Sunday': '11:30-18:0'}"
FSkS6-RZA7RNKiIoY11xOA,Findlay Honda,7494 W Azure Dr,Las Vegas,NV,89130,36.2754237,-115.2577352,2.5,9,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Auto Parts & Supplies, Auto Repair","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:30-17:0'}"
BbjziJMnQhBIX436_zHpYw,Centre D'affaires Montreal,4117-A Boul. St-Laurent,Montréal,QC,H2W,45.5177059,-73.580562,1.5,3,1,,"Local Services, Printing Services","{'Monday': '8:30-18:30', 'Tuesday': '8:30-18:30', 'Wednesday': '8:30-18:30', 'Thursday': '8:30-18:30', 'Friday': '8:30-18:30', 'Saturday': '10:0-17:0'}"
AgHvIITC11-GFrepeTOHFQ,Best Sleep,"510 Marks St, Ste 140",Henderson,NV,89014,36.0600355,-115.0364293,5.0,8,1,,"Home & Garden, Mattresses, Shopping","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-19:0', 'Sunday': '11:0-18:0'}"
vaBZMhr0h_m-Tj4PJXAHSg,Restaurant El Morocco,3450 Rue Drummond,Montréal,QC,H3G 1Y2,45.5010325,-73.5795942,2.5,4,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'""}","Moroccan, Kosher, Restaurants",
4noRilkKlHiWf_OrqNL3HQ,Rio Coffee Brewery,33388 Walker Rd,Avon Lake,OH,44012,41.4936694,-82.0451216,4.0,42,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True'}","Coffee & Tea, Coffee Roasteries, Food, Sandwiches, Breakfast & Brunch, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-18:0'}"
5pK7-9jwG_zt1c3ucPEVCA,Callison Appliance &air Condition,15251 No Ivory Dr,Fountain Hills,AZ,85268,33.625756,-111.71588,2.5,3,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Appliances & Repair, Local Services, Heating & Air Conditioning/HVAC, Contractors, Home Services",
Re44PhIfBvskpNJ-bSbFTw,Culichi Sushi,4807 N 27th Ave,Phoenix,AZ,85017,33.507975253,-112.1165408474,4.0,4,1,,"Sushi Bars, Burgers, Restaurants, Chicken Wings","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
X_l27mVo4vCh_YRFRlecgw,Artkore,"6035 Harrison Dr, Ste 3",Las Vegas,NV,89120,36.0805606,-115.1127325,4.0,9,1,{'BusinessAcceptsCreditCards': 'True'},"Automotive, Professional Services, Vehicle Wraps, Graphic Design, Local Services, Signmaking, Printing Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
Q6ppkDUSGqNnr_Hsea2xmA,West Indian Golden Beauty Supply,862 Bathurst Street,Toronto,ON,M5R 3G3,43.6668876,-79.4121399,1.5,3,1,"{'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False'}","Cosmetics & Beauty Supply, Shopping, Beauty & Spas",
Wo9T7la8SBUxNLOowe7NnQ,Mister Baguette,"3255 Rutherford Rd, Bldg H, Ste 10",Vaughan,ON,L4K 5Y5,43.829358,-79.538092,4.0,4,0,"{'Alcohol': ""u'none'"", 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'Caters': 'False'}","Restaurants, Food, Bakeries, Vietnamese",
cJ5i4V6_VKjkOeEHD4ENeQ,Taco Bell,8520 W Warm Springs Rd,Las Vegas,NV,89113,36.0559083368,-115.2779293743,3.0,53,1,"{'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'WiFi': ""'no'"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'True'}","Restaurants, Mexican, Fast Food, Tex-Mex","{'Monday': '7:0-1:0', 'Tuesday': '7:0-1:0', 'Wednesday': '7:0-1:0', 'Thursday': '7:0-1:0', 'Friday': '7:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '7:0-1:0'}"
mREhsiayA3gmVz1R99ePbQ,Brisket Vieux-Montréal,200 Boulevard Saint-Laurent,Montréal,QC,H2Y 4B2,45.5053348,-73.5535487,3.5,6,1,"{'WheelchairAccessible': 'False', 'WiFi': ""u'free'"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True'}","Restaurants, Smokehouse, Poutineries, Pizza, Sandwiches, Food, Delis, Canadian (New)","{'Monday': '11:0-15:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-16:0'}"
4Rq2kF6HnqgsoR6819_lbA,Hampton Inn Madison East Towne Mall Area,4820 Hayes Rd,Madison,WI,53704,43.1371869,-89.3013676,4.0,27,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
NpTPhdJokq480PlrLDJfXA,Calvary North Phoenix,14201 N 32nd St,Phoenix,AZ,85032,33.6160940838,-112.0125038895,3.5,3,1,,"Religious Organizations, Churches","{'Monday': '9:0-16:30', 'Tuesday': '9:0-16:30', 'Wednesday': '9:0-16:30', 'Thursday': '9:0-16:30', 'Friday': '9:0-16:30', 'Sunday': '9:0-11:0'}"
Q9ZyTPQN7zzTk8MJ5J8TFQ,Sprouts Farmers Market,5225 E Southern Ave,Mesa,AZ,85206,33.391957,-111.718163,3.5,92,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'Caters': 'None', 'BusinessParking': ""{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True'}","Grocery, Fruits & Veggies, Food, Health Markets, Farmers Market, Specialty Food","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
dyLqyp5S5ow4yeYKlO5Owg,RE Pest Control Services,664 East 101st,Cleveland,OH,44108,41.5390457,-81.6197129,5.0,3,1,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Pest Control, Damage Restoration, Wildlife Control, Home Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
0u4A5rNkLToKc5IuhzPzXw,Starbucks,242 Queen Street S,Mississauga,ON,L5M 1L5,43.5802509,-79.712016,3.0,9,1,"{'BikeParking': 'True', 'WiFi': ""'free'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2'}","Coffee & Tea, Food","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:30', 'Saturday': '6:30-23:0', 'Sunday': '7:0-22:0'}"
zOqjJgnKU1PMFqvhmw7wew,A1 Auto Parts and Wrecking,651 W Sunset Rd,Henderson,NV,89011,36.0635569,-115.0209041,5.0,4,1,{'BusinessAcceptsCreditCards': 'None'},"Automotive, Auto Parts & Supplies","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-14:0'}"
cnfYugAYBFKgwDCTAVdViA,Pita Jungle,"2530 W Happy Valley Rd, Ste 1261",Phoenix,AZ,85085,33.7152904084,-112.1133465939,3.5,274,1,"{'Caters': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True'}","Restaurants, Mediterranean, Vegetarian, American (New)","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}"
PN6YCsAdFHcHST9vPaxIuw,Liang's Hunan Restaurant,957 Liberty Ave,Pittsburgh,PA,15222,40.4434132,-79.9961509,1.5,7,0,"{'RestaurantsPriceRange2': '1', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'NoiseLevel': ""u'quiet'""}","Restaurants, Chinese",
CG9Hotb5wXcNrD6vKHhByw,South Valley Dental,"555 College Dr, Ste A",Henderson,NV,89015,36.01431,-114.9635988,4.0,8,1,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Cosmetic Dentists, Dentists, Health & Medical, Oral Surgeons, General Dentistry","{'Wednesday': '10:0-16:0', 'Thursday': '10:0-18:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-15:0'}"
L2qg_6qrG70DRy4bvppYPg,Sandman Hotel & Suites Calgary Airport,25 Hopewell Way NE,Calgary,AB,T3J 4V7,51.0950192,-114.0000785,2.0,11,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services",
QB5a_Ldy1aoFbZBzQnE6YA,iLoveKickboxing- Mount Holly,"231 Mount Holly- Huntersville Rd, Ste 110",Charlotte,NC,28214,35.3022077321,-80.9876694405,4.0,5,1,{'BusinessAcceptsCreditCards': 'True'},"Active Life, Martial Arts, Fitness & Instruction, Kickboxing, Gyms","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '14:0-20:0', 'Saturday': '9:0-14:0'}"
VkEGJmVgi7TOU6ZDi6piTQ,Les Délices de l'Érable,84 Rue Saint-Paul E,Montréal,QC,H2Y 1G6,45.5062751,-73.5531172,4.5,128,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Food, Specialty Food, Restaurants, Desserts, Cafes","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
GJdDy3sYlF-YhsyCCLwZcQ,Avea Wellness Center,7175 N Durango Dr,Las Vegas,NV,89149,36.2911336067,-115.2884129389,5.0,3,0,"{'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'BikeParking': 'False'}","Beauty & Spas, Health & Medical, Medical Spas","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
